sla_event_id,ticket_id,assigned_team,severity,sla_target_hours,first_response_time,resolution_time,breach_risk_score,breached,escalation_triggered,workload_score,agent_utilization,queue_size,region,business_unit,manager_name,support_shift,incident_type,operational_risk,created_date
SLA-500160,TKT-101544,Billing-Team,Medium,24,119,1012,70.28,No,No,67.59,72.61,15,LATAM,SMB,Manager_A,Night,Service Down,High,2024-01-11
SLA-500161,TKT-100541,Tier2-Technical,High,8,122,600,125.0,Yes,Yes,92.21,92.56,13,LATAM,SMB,Manager_F,Evening,Integration,Low,2024-02-09
SLA-500162,TKT-100780,Network-Operations,Critical,4,10,255,106.25,Yes,Yes,58.59,60.5,9,North America,Mid-Market,Manager_D,Morning,Integration,High,2024-06-24
SLA-500163,TKT-101810,Network-Operations,Medium,24,453,156,10.83,No,No,45.41,77.58,6,Europe,Enterprise,Manager_F,Night,Configuration,Critical,2024-04-23
SLA-500164,TKT-100618,Infrastructure,Medium,24,223,437,30.35,No,No,71.47,85.36,41,North America,Mid-Market,Manager_A,Morning,Security,High,2024-03-31
SLA-500165,TKT-101008,Tier2-Technical,High,8,288,321,66.88,No,No,66.49,87.75,29,North America,Mid-Market,Manager_E,Afternoon,Data Loss,High,2024-02-28
SLA-500166,TKT-100929,Network-Operations,Low,48,780,602,20.9,No,No,46.71,91.15,37,LATAM,Mid-Market,Manager_D,Morning,Data Loss,Medium,2024-06-14
SLA-500167,TKT-101260,Infrastructure,Low,48,132,796,27.64,No,No,91.03,41.61,24,Asia-Pacific,Enterprise,Manager_F,Evening,Performance,Low,2024-06-08
SLA-500168,TKT-100908,Cloud-Support,Low,48,81,2643,91.77,No,Yes,68.93,81.61,13,Europe,SMB,Manager_A,Evening,Integration,Low,2024-01-13
SLA-500169,TKT-101846,Network-Operations,Medium,24,112,1376,95.56,No,Yes,74.23,54.29,25,North America,Startup,Manager_C,Afternoon,Service Down,High,2024-03-10
SLA-500170,TKT-101943,Cloud-Support,Low,48,585,1496,51.94,No,No,97.41,58.8,16,North America,Mid-Market,Manager_F,Morning,Service Down,Critical,2024-01-22
SLA-500171,TKT-101611,Network-Operations,Critical,4,95,271,112.92,Yes,Yes,96.31,49.15,13,Europe,Mid-Market,Manager_E,Afternoon,Service Down,Low,2024-05-17
SLA-500172,TKT-101699,Billing-Team,Medium,24,21,593,41.18,No,No,35.23,86.88,15,Europe,Mid-Market,Manager_C,Afternoon,Integration,Critical,2024-01-29
SLA-500173,TKT-100005,Security-Team,Medium,24,226,1067,74.1,No,No,83.08,41.35,12,Europe,Mid-Market,Manager_E,Evening,Performance,High,2024-04-20
SLA-500174,TKT-100225,Tier1-Support,Medium,24,458,689,47.85,No,No,30.07,48.74,35,Europe,Enterprise,Manager_C,Afternoon,Integration,Critical,2024-04-08
SLA-500175,TKT-100663,Tier1-Support,Medium,24,38,1414,98.19,No,Yes,85.64,78.15,33,Europe,SMB,Manager_A,Afternoon,Configuration,Low,2024-03-24
SLA-500176,TKT-100862,Tier2-Technical,Medium,24,538,968,67.22,No,No,97.43,41.72,30,North America,Startup,Manager_D,Evening,Integration,Critical,2024-04-10
SLA-500177,TKT-101215,Tier2-Technical,Medium,24,452,1530,106.25,Yes,Yes,51.84,57.64,39,LATAM,Mid-Market,Manager_E,Morning,Configuration,Low,2024-06-11
SLA-500178,TKT-101604,Security-Team,Low,48,792,1031,35.8,No,No,55.8,87.54,17,LATAM,Enterprise,Manager_A,Night,Data Loss,Medium,2024-02-29
SLA-500179,TKT-100873,Tier2-Technical,Low,48,519,830,28.82,No,No,61.76,69.17,8,LATAM,Startup,Manager_A,Morning,Security,Medium,2024-06-20
SLA-500180,TKT-101245,Tier3-Engineering,Low,48,377,3186,110.62,Yes,Yes,42.98,65.42,31,North America,Mid-Market,Manager_C,Evening,Data Loss,Low,2024-01-17
SLA-500181,TKT-101223,Security-Team,Medium,24,520,1136,78.89,No,No,41.26,75.83,3,LATAM,Startup,Manager_A,Morning,Configuration,High,2024-05-18
SLA-500182,TKT-101333,Billing-Team,Critical,4,80,101,42.08,No,No,62.52,77.43,19,LATAM,Startup,Manager_B,Night,Security,Medium,2024-04-04
SLA-500183,TKT-101694,Cloud-Support,High,8,10,360,75.0,No,No,82.99,92.4,42,LATAM,Startup,Manager_F,Morning,Security,Low,2024-06-27
SLA-500184,TKT-100874,Network-Operations,Low,48,400,2875,99.83,No,Yes,99.07,47.84,17,Asia-Pacific,SMB,Manager_B,Night,Service Down,Medium,2024-04-01
SLA-500185,TKT-100186,Tier2-Technical,High,8,201,301,62.71,No,No,52.85,68.47,34,North America,Startup,Manager_A,Evening,Performance,High,2024-06-06
SLA-500186,TKT-101139,Tier1-Support,Low,48,115,1157,40.17,No,No,52.55,93.76,27,Asia-Pacific,Enterprise,Manager_D,Evening,Configuration,High,2024-05-22
SLA-500187,TKT-101927,Infrastructure,Low,48,886,667,23.16,No,No,37.32,75.0,4,North America,SMB,Manager_E,Evening,Security,High,2024-01-09
SLA-500188,TKT-100212,Billing-Team,Critical,4,102,252,105.0,Yes,Yes,67.89,79.0,9,Europe,Startup,Manager_B,Morning,Security,Critical,2024-04-01
SLA-500189,TKT-101731,Network-Operations,High,8,110,310,64.58,No,No,63.91,76.35,17,North America,SMB,Manager_E,Afternoon,Data Loss,Medium,2024-02-27
SLA-500190,TKT-101730,Tier1-Support,High,8,2,186,38.75,No,No,66.85,80.24,12,Asia-Pacific,Enterprise,Manager_B,Evening,Configuration,High,2024-01-12
SLA-500191,TKT-101561,Security-Team,Low,48,908,1800,62.5,No,No,91.02,52.06,37,Asia-Pacific,SMB,Manager_A,Afternoon,Performance,High,2024-04-28
SLA-500192,TKT-101159,Infrastructure,Medium,24,287,426,29.58,No,No,41.32,41.15,20,North America,Mid-Market,Manager_F,Morning,Service Down,Low,2024-04-05
SLA-500193,TKT-101528,Billing-Team,Medium,24,58,1786,124.03,Yes,Yes,35.71,62.18,30,LATAM,Startup,Manager_D,Evening,Performance,Medium,2024-04-06
SLA-500194,TKT-100757,Security-Team,High,8,212,218,45.42,No,No,59.11,86.54,38,Asia-Pacific,Enterprise,Manager_A,Afternoon,Performance,Medium,2024-04-17
SLA-500195,TKT-101545,Tier1-Support,High,8,151,621,129.38,Yes,Yes,90.69,71.83,37,North America,SMB,Manager_D,Night,Data Loss,Low,2024-04-07
SLA-500196,TKT-101243,Cloud-Support,Medium,24,577,454,31.53,No,No,93.05,63.19,43,LATAM,SMB,Manager_B,Morning,Security,Critical,2024-05-04
SLA-500197,TKT-100880,Tier2-Technical,Low,48,529,2308,80.14,No,Yes,81.32,47.24,9,Asia-Pacific,Startup,Manager_E,Evening,Service Down,Medium,2024-03-27
SLA-500198,TKT-100451,Infrastructure,Medium,24,525,453,31.46,No,No,65.88,62.72,39,North America,Enterprise,Manager_B,Evening,Performance,Medium,2024-03-02
SLA-500199,TKT-101571,Tier3-Engineering,Low,48,380,1886,65.49,No,No,71.5,71.87,21,Asia-Pacific,SMB,Manager_C,Morning,Service Down,Medium,2024-03-10
SLA-500200,TKT-101018,Infrastructure,Medium,24,27,185,12.85,No,No,90.06,40.5,2,Europe,Mid-Market,Manager_D,Afternoon,Integration,High,2024-06-12
SLA-500201,TKT-101144,Network-Operations,Critical,4,46,316,131.67,Yes,Yes,46.52,44.04,15,North America,Startup,Manager_F,Morning,Data Loss,Medium,2024-04-02
SLA-500202,TKT-100038,Cloud-Support,Low,48,861,1520,52.78,No,No,61.46,72.33,13,North America,SMB,Manager_E,Night,Integration,High,2024-03-04
SLA-500203,TKT-100828,Infrastructure,Medium,24,283,1264,87.78,No,Yes,72.39,59.62,13,Asia-Pacific,Enterprise,Manager_D,Morning,Security,Medium,2024-04-29
SLA-500204,TKT-100351,Cloud-Support,High,8,155,426,88.75,No,Yes,90.78,51.32,21,Asia-Pacific,Enterprise,Manager_D,Morning,Performance,Low,2024-05-09
SLA-500205,TKT-100892,Infrastructure,Low,48,1043,521,18.09,No,No,32.75,46.72,7,North America,Startup,Manager_C,Evening,Performance,Low,2024-02-28
SLA-500206,TKT-100682,Tier3-Engineering,Low,48,1008,2978,103.4,Yes,Yes,32.91,48.16,25,North America,Enterprise,Manager_E,Afternoon,Security,High,2024-05-05
SLA-500207,TKT-100719,Tier3-Engineering,Critical,4,49,314,130.83,Yes,Yes,90.75,65.01,44,Europe,Enterprise,Manager_B,Evening,Performance,Medium,2024-06-20
SLA-500208,TKT-100355,Tier3-Engineering,Medium,24,150,503,34.93,No,No,39.29,47.89,43,North America,Mid-Market,Manager_F,Night,Data Loss,High,2024-01-08
SLA-500209,TKT-101545,Cloud-Support,Critical,4,0,293,122.08,Yes,Yes,40.93,52.9,23,Asia-Pacific,SMB,Manager_B,Night,Service Down,Low,2024-02-24
SLA-500210,TKT-100960,Cloud-Support,Critical,4,42,143,59.58,No,No,47.09,85.7,41,Asia-Pacific,SMB,Manager_E,Morning,Security,High,2024-03-12
SLA-500211,TKT-101039,Tier2-Technical,High,8,288,60,12.5,No,No,45.1,76.24,6,Asia-Pacific,Startup,Manager_D,Morning,Service Down,Medium,2024-03-03
SLA-500212,TKT-100755,Security-Team,Critical,4,40,118,49.17,No,No,90.95,83.03,14,North America,Enterprise,Manager_E,Night,Data Loss,Low,2024-03-08
SLA-500213,TKT-101188,Tier1-Support,Medium,24,101,613,42.57,No,No,94.8,64.1,35,LATAM,Mid-Market,Manager_C,Night,Integration,High,2024-01-23
SLA-500214,TKT-100308,Tier1-Support,Medium,24,330,1784,123.89,Yes,Yes,38.41,69.95,26,LATAM,Enterprise,Manager_C,Morning,Integration,Medium,2024-03-05
SLA-500215,TKT-101323,Tier3-Engineering,Medium,24,142,1036,71.94,No,No,56.63,70.17,34,North America,Mid-Market,Manager_F,Night,Data Loss,Low,2024-02-04
SLA-500216,TKT-101073,Tier3-Engineering,Low,48,866,3255,113.02,Yes,Yes,76.77,74.07,10,Asia-Pacific,SMB,Manager_C,Night,Data Loss,Medium,2024-01-26
SLA-500217,TKT-101586,Network-Operations,Critical,4,65,146,60.83,No,No,86.96,45.99,6,North America,SMB,Manager_A,Evening,Service Down,Medium,2024-02-06
SLA-500218,TKT-101142,Infrastructure,Low,48,782,282,9.79,No,No,83.54,84.71,44,Asia-Pacific,SMB,Manager_F,Afternoon,Security,Low,2024-05-30
SLA-500219,TKT-100166,Tier3-Engineering,Medium,24,335,1260,87.5,No,Yes,92.86,53.39,12,Asia-Pacific,SMB,Manager_F,Night,Performance,Medium,2024-03-08
SLA-500220,TKT-101218,Tier2-Technical,Critical,4,85,304,126.67,Yes,Yes,37.1,66.72,28,Asia-Pacific,Startup,Manager_F,Evening,Performance,Critical,2024-06-04
SLA-500221,TKT-101372,Tier2-Technical,Medium,24,143,225,15.62,No,No,72.72,79.39,14,LATAM,SMB,Manager_A,Evening,Security,Medium,2024-03-29
SLA-500222,TKT-100369,Billing-Team,Medium,24,262,1494,103.75,Yes,Yes,90.16,83.99,32,Asia-Pacific,Startup,Manager_B,Afternoon,Performance,High,2024-02-25
SLA-500223,TKT-100317,Tier2-Technical,High,8,297,95,19.79,No,No,59.72,44.79,2,Asia-Pacific,Enterprise,Manager_E,Morning,Configuration,Medium,2024-06-21
SLA-500224,TKT-100689,Tier3-Engineering,Medium,24,140,1006,69.86,No,No,74.66,68.33,29,LATAM,Mid-Market,Manager_B,Afternoon,Configuration,Low,2024-01-09
SLA-500225,TKT-101579,Tier3-Engineering,Medium,24,377,1776,123.33,Yes,Yes,88.79,89.5,17,LATAM,Enterprise,Manager_D,Evening,Configuration,Medium,2024-03-31
SLA-500226,TKT-101473,Billing-Team,High,8,49,723,150.62,Yes,Yes,87.58,63.31,11,LATAM,SMB,Manager_F,Night,Performance,High,2024-05-26
SLA-500227,TKT-101093,Billing-Team,Medium,24,438,361,25.07,No,No,40.71,52.94,35,Asia-Pacific,Startup,Manager_B,Evening,Configuration,Medium,2024-05-28
SLA-500228,TKT-101939,Cloud-Support,Low,48,804,2706,93.96,No,Yes,72.5,70.07,11,LATAM,SMB,Manager_D,Night,Performance,Low,2024-03-17
SLA-500229,TKT-101672,Billing-Team,Medium,24,253,1040,72.22,No,No,99.14,47.5,22,Europe,SMB,Manager_A,Night,Security,High,2024-02-11
SLA-500230,TKT-101135,Tier2-Technical,Medium,24,166,578,40.14,No,No,99.39,47.06,20,North America,SMB,Manager_A,Afternoon,Security,Medium,2024-04-11
SLA-500231,TKT-100920,Tier3-Engineering,Medium,24,166,740,51.39,No,No,35.56,44.71,34,LATAM,Enterprise,Manager_B,Night,Security,Medium,2024-03-13
SLA-500232,TKT-101905,Tier1-Support,Low,48,1093,2712,94.17,No,Yes,73.2,64.33,3,LATAM,Enterprise,Manager_D,Evening,Performance,High,2024-06-20
SLA-500233,TKT-100790,Tier2-Technical,Low,48,148,3063,106.35,Yes,Yes,91.61,75.8,4,Asia-Pacific,Mid-Market,Manager_A,Evening,Service Down,Low,2024-05-09
SLA-500234,TKT-101718,Network-Operations,Critical,4,1,131,54.58,No,No,69.04,80.19,31,Europe,Mid-Market,Manager_A,Evening,Data Loss,Medium,2024-05-29
SLA-500235,TKT-101425,Tier3-Engineering,Medium,24,547,572,39.72,No,No,42.27,77.95,17,LATAM,Startup,Manager_E,Morning,Service Down,Medium,2024-06-06
SLA-500236,TKT-100038,Security-Team,Medium,24,11,776,53.89,No,No,51.06,93.97,4,Europe,Mid-Market,Manager_E,Night,Service Down,Critical,2024-01-23
SLA-500237,TKT-101589,Security-Team,Medium,24,103,749,52.01,No,No,99.47,90.99,2,Europe,SMB,Manager_A,Morning,Performance,High,2024-05-28
SLA-500238,TKT-100859,Cloud-Support,Low,48,405,3265,113.37,Yes,Yes,85.15,87.56,17,North America,Enterprise,Manager_D,Morning,Configuration,Medium,2024-05-21
SLA-500239,TKT-101055,Billing-Team,Low,48,113,3036,105.42,Yes,Yes,55.21,44.82,28,Europe,SMB,Manager_D,Morning,Integration,Low,2024-03-15
SLA-500240,TKT-100722,Billing-Team,High,8,189,466,97.08,No,Yes,95.97,88.03,7,LATAM,Mid-Market,Manager_F,Morning,Integration,Critical,2024-06-19
SLA-500241,TKT-101996,Network-Operations,Medium,24,315,1244,86.39,No,Yes,57.37,67.56,43,North America,Enterprise,Manager_D,Night,Service Down,Medium,2024-06-21
SLA-500242,TKT-101301,Infrastructure,Medium,24,215,1605,111.46,Yes,Yes,86.41,83.45,15,Asia-Pacific,SMB,Manager_F,Morning,Security,Low,2024-05-28
SLA-500243,TKT-101614,Tier2-Technical,Low,48,858,369,12.81,No,No,45.65,92.65,19,Asia-Pacific,Mid-Market,Manager_F,Morning,Integration,Medium,2024-01-25
SLA-500244,TKT-101505,Network-Operations,Medium,24,252,941,65.35,No,No,51.96,73.35,2,Europe,Enterprise,Manager_C,Evening,Configuration,Medium,2024-02-23
SLA-500245,TKT-100358,Cloud-Support,High,8,24,712,148.33,Yes,Yes,55.73,43.75,35,LATAM,Mid-Market,Manager_B,Morning,Configuration,Medium,2024-03-19
SLA-500246,TKT-101589,Cloud-Support,Critical,4,59,41,17.08,No,No,97.61,63.79,14,North America,SMB,Manager_B,Morning,Performance,Critical,2024-01-20
SLA-500247,TKT-101814,Tier1-Support,Medium,24,446,509,35.35,No,No,30.02,40.97,3,Asia-Pacific,SMB,Manager_E,Night,Integration,High,2024-01-31
SLA-500248,TKT-100969,Security-Team,Low,48,777,2632,91.39,No,Yes,34.07,94.72,32,North America,Mid-Market,Manager_C,Evening,Service Down,High,2024-03-23
SLA-500249,TKT-101773,Network-Operations,Low,48,148,1592,55.28,No,No,84.79,54.6,8,Asia-Pacific,Enterprise,Manager_C,Night,Data Loss,High,2024-04-06
SLA-500250,TKT-101522,Cloud-Support,Medium,24,551,904,62.78,No,No,46.29,52.14,30,LATAM,SMB,Manager_B,Night,Configuration,Medium,2024-05-03
SLA-500251,TKT-101018,Network-Operations,High,8,177,122,25.42,No,No,85.45,62.26,36,Asia-Pacific,Enterprise,Manager_F,Night,Service Down,Medium,2024-04-01
SLA-500252,TKT-100881,Tier3-Engineering,Medium,24,454,717,49.79,No,No,97.47,53.67,28,Asia-Pacific,SMB,Manager_A,Morning,Security,Medium,2024-03-19
SLA-500253,TKT-101353,Security-Team,Medium,24,470,1566,108.75,Yes,Yes,73.33,57.79,27,Asia-Pacific,Startup,Manager_E,Night,Performance,Low,2024-03-22
SLA-500254,TKT-101412,Cloud-Support,Low,48,671,403,13.99,No,No,56.0,54.62,12,Asia-Pacific,Startup,Manager_A,Evening,Integration,Medium,2024-02-21
SLA-500255,TKT-100890,Security-Team,Low,48,628,2797,97.12,No,Yes,40.5,57.86,19,North America,Enterprise,Manager_F,Night,Security,Medium,2024-06-28
SLA-500256,TKT-101050,Tier3-Engineering,High,8,41,80,16.67,No,No,96.94,47.32,18,North America,Mid-Market,Manager_E,Night,Service Down,High,2024-06-17
SLA-500257,TKT-100258,Tier2-Technical,Medium,24,571,1703,118.26,Yes,Yes,47.83,86.25,41,Europe,SMB,Manager_C,Night,Integration,Medium,2024-02-03
SLA-500258,TKT-100066,Tier3-Engineering,Medium,24,199,1064,73.89,No,No,72.98,43.67,25,LATAM,SMB,Manager_C,Night,Service Down,High,2024-03-09
SLA-500259,TKT-101175,Tier3-Engineering,High,8,86,160,33.33,No,No,33.35,42.09,24,Asia-Pacific,Startup,Manager_C,Evening,Performance,High,2024-04-18
SLA-500260,TKT-101967,Tier2-Technical,High,8,151,76,15.83,No,No,96.96,80.56,32,North America,Mid-Market,Manager_D,Night,Integration,Low,2024-05-18
SLA-500261,TKT-100241,Security-Team,Critical,4,82,57,23.75,No,No,54.84,62.67,6,Asia-Pacific,Startup,Manager_B,Evening,Configuration,High,2024-04-05
SLA-500262,TKT-101876,Cloud-Support,Low,48,137,1813,62.95,No,No,35.78,68.31,18,Europe,Enterprise,Manager_B,Morning,Data Loss,Low,2024-04-13
SLA-500263,TKT-100353,Cloud-Support,Medium,24,462,1065,73.96,No,No,30.73,54.05,5,North America,SMB,Manager_F,Evening,Configuration,High,2024-06-17
SLA-500264,TKT-100132,Security-Team,Critical,4,118,219,91.25,No,Yes,92.71,57.72,37,Asia-Pacific,Mid-Market,Manager_F,Afternoon,Security,Low,2024-01-02
SLA-500265,TKT-101041,Billing-Team,Medium,24,159,470,32.64,No,No,66.45,73.91,35,North America,Mid-Market,Manager_B,Afternoon,Data Loss,Low,2024-01-15
SLA-500266,TKT-100053,Network-Operations,Low,48,182,1928,66.94,No,No,56.32,70.26,26,Asia-Pacific,Startup,Manager_E,Afternoon,Integration,Low,2024-06-06
SLA-500267,TKT-101810,Tier2-Technical,Critical,4,43,317,132.08,Yes,Yes,64.72,40.7,22,North America,SMB,Manager_D,Night,Integration,Low,2024-02-01
SLA-500268,TKT-100841,Infrastructure,Low,48,38,2784,96.67,No,Yes,48.09,69.92,22,North America,Mid-Market,Manager_C,Morning,Data Loss,High,2024-05-28
SLA-500269,TKT-100954,Network-Operations,Critical,4,45,389,162.08,Yes,Yes,69.05,49.93,33,Europe,Mid-Market,Manager_B,Night,Integration,Low,2024-03-26
SLA-500270,TKT-101865,Tier1-Support,High,8,21,525,109.38,Yes,Yes,37.56,77.69,28,North America,Mid-Market,Manager_C,Afternoon,Performance,Critical,2024-05-30
SLA-500271,TKT-100660,Billing-Team,High,8,277,742,154.58,Yes,Yes,83.07,80.89,4,Asia-Pacific,SMB,Manager_A,Evening,Performance,Low,2024-01-19
SLA-500272,TKT-101300,Security-Team,Low,48,1053,2070,71.88,No,No,70.4,88.24,38,Europe,SMB,Manager_E,Morning,Integration,Low,2024-04-15
SLA-500273,TKT-101312,Tier3-Engineering,Medium,24,583,248,17.22,No,No,81.92,88.48,5,Europe,Mid-Market,Manager_F,Evening,Integration,Low,2024-03-04
SLA-500274,TKT-100084,Tier1-Support,High,8,9,464,96.67,No,Yes,81.31,73.88,28,North America,Enterprise,Manager_F,Evening,Configuration,High,2024-04-21
SLA-500275,TKT-100431,Infrastructure,High,8,85,293,61.04,No,No,83.27,41.94,18,North America,Startup,Manager_F,Evening,Configuration,Low,2024-04-30
SLA-500276,TKT-101959,Security-Team,Critical,4,19,104,43.33,No,No,82.94,86.31,7,LATAM,Mid-Market,Manager_F,Night,Security,High,2024-04-10
SLA-500277,TKT-100928,Tier2-Technical,Low,48,1155,1283,44.55,No,No,84.63,51.95,27,North America,Mid-Market,Manager_D,Night,Data Loss,Medium,2024-02-23
SLA-500278,TKT-100951,Billing-Team,Medium,24,404,321,22.29,No,No,73.37,59.55,21,Asia-Pacific,Mid-Market,Manager_C,Evening,Configuration,Medium,2024-03-11
SLA-500279,TKT-101762,Network-Operations,Medium,24,525,1658,115.14,Yes,Yes,34.54,71.9,5,LATAM,Mid-Market,Manager_C,Morning,Security,Low,2024-01-24
SLA-500280,TKT-100495,Cloud-Support,Medium,24,593,278,19.31,No,No,31.61,57.72,20,North America,SMB,Manager_D,Afternoon,Performance,Low,2024-04-18
SLA-500281,TKT-100198,Tier1-Support,High,8,116,763,158.96,Yes,Yes,66.42,60.54,31,Asia-Pacific,Startup,Manager_E,Night,Performance,Medium,2024-05-25
SLA-500282,TKT-101971,Tier3-Engineering,Medium,24,112,882,61.25,No,No,86.1,82.16,34,Asia-Pacific,SMB,Manager_B,Afternoon,Data Loss,Medium,2024-01-04
SLA-500283,TKT-101054,Cloud-Support,Medium,24,46,518,35.97,No,No,58.69,86.19,12,LATAM,SMB,Manager_D,Morning,Service Down,High,2024-03-30
SLA-500284,TKT-101935,Infrastructure,Medium,24,504,619,42.99,No,No,55.36,58.4,14,LATAM,Mid-Market,Manager_B,Evening,Service Down,High,2024-04-03
SLA-500285,TKT-100103,Security-Team,High,8,197,622,129.58,Yes,Yes,95.85,54.26,27,LATAM,Startup,Manager_C,Morning,Service Down,High,2024-04-02
SLA-500286,TKT-100882,Tier3-Engineering,Medium,24,48,1036,71.94,No,No,62.07,66.56,7,Asia-Pacific,SMB,Manager_D,Evening,Service Down,Medium,2024-05-05
SLA-500287,TKT-100820,Tier1-Support,High,8,128,372,77.5,No,No,30.49,43.15,32,Europe,SMB,Manager_E,Evening,Service Down,Critical,2024-02-05
SLA-500288,TKT-100791,Cloud-Support,Low,48,875,857,29.76,No,No,49.75,54.39,36,Asia-Pacific,Enterprise,Manager_B,Morning,Data Loss,Low,2024-01-14
SLA-500289,TKT-100764,Network-Operations,Low,48,204,821,28.51,No,No,34.58,66.82,44,Asia-Pacific,Mid-Market,Manager_B,Night,Integration,Low,2024-04-16
SLA-500290,TKT-100082,Tier1-Support,Low,48,195,929,32.26,No,No,58.78,59.1,16,North America,Mid-Market,Manager_F,Evening,Data Loss,Low,2024-05-27
SLA-500291,TKT-101063,Cloud-Support,Low,48,943,2486,86.32,No,Yes,57.54,85.53,15,Europe,Mid-Market,Manager_C,Evening,Performance,High,2024-02-27
SLA-500292,TKT-100804,Security-Team,Critical,4,68,160,66.67,No,No,80.76,50.52,20,Asia-Pacific,Startup,Manager_F,Evening,Data Loss,Medium,2024-03-25
SLA-500293,TKT-101670,Tier1-Support,Medium,24,444,544,37.78,No,No,31.54,79.6,43,Asia-Pacific,SMB,Manager_F,Morning,Data Loss,Low,2024-03-26
SLA-500294,TKT-101195,Security-Team,Medium,24,592,1716,119.17,Yes,Yes,45.92,62.22,44,North America,Startup,Manager_C,Afternoon,Configuration,Low,2024-03-26
SLA-500295,TKT-100105,Cloud-Support,Medium,24,493,317,22.01,No,No,89.28,63.57,6,Europe,Startup,Manager_B,Afternoon,Service Down,Critical,2024-04-21
SLA-500296,TKT-101172,Tier2-Technical,Low,48,841,337,11.7,No,No,90.34,65.31,40,Europe,Enterprise,Manager_D,Evening,Data Loss,Medium,2024-03-28
SLA-500297,TKT-100310,Infrastructure,High,8,293,630,131.25,Yes,Yes,62.15,42.86,33,Europe,Startup,Manager_E,Night,Configuration,Low,2024-01-20
SLA-500298,TKT-101489,Tier1-Support,Medium,24,67,1003,69.65,No,No,66.36,51.27,22,Europe,Mid-Market,Manager_E,Evening,Configuration,High,2024-04-25
SLA-500299,TKT-100979,Infrastructure,High,8,167,117,24.38,No,No,82.55,70.69,3,Asia-Pacific,Mid-Market,Manager_D,Evening,Integration,Low,2024-05-10
SLA-500300,TKT-100725,Security-Team,Critical,4,96,71,29.58,No,No,64.85,45.8,24,LATAM,Mid-Market,Manager_B,Evening,Integration,High,2024-06-26
SLA-500301,TKT-100611,Billing-Team,Low,48,708,546,18.96,No,No,43.69,50.27,9,Asia-Pacific,SMB,Manager_F,Afternoon,Configuration,Low,2024-02-10
SLA-500302,TKT-101443,Cloud-Support,Medium,24,596,1215,84.38,No,Yes,85.85,61.78,41,Asia-Pacific,Startup,Manager_C,Evening,Security,Medium,2024-02-29
SLA-500303,TKT-100249,Infrastructure,Medium,24,267,505,35.07,No,No,52.17,87.14,4,LATAM,SMB,Manager_B,Evening,Service Down,High,2024-04-16
SLA-500304,TKT-100589,Tier2-Technical,Critical,4,32,249,103.75,Yes,Yes,44.14,50.13,38,Asia-Pacific,Startup,Manager_F,Evening,Configuration,High,2024-06-24
SLA-500305,TKT-100981,Billing-Team,Low,48,259,3277,113.78,Yes,Yes,73.07,44.59,33,Europe,SMB,Manager_E,Evening,Performance,Low,2024-05-18
SLA-500306,TKT-100223,Billing-Team,Medium,24,15,1272,88.33,No,Yes,59.24,94.13,22,Europe,Enterprise,Manager_F,Afternoon,Configuration,High,2024-06-10
SLA-500307,TKT-100476,Tier1-Support,Low,48,1125,1769,61.42,No,No,59.92,48.92,28,North America,Startup,Manager_C,Night,Service Down,High,2024-05-10
SLA-500308,TKT-101395,Tier3-Engineering,Medium,24,381,1141,79.24,No,No,81.2,50.31,30,North America,Mid-Market,Manager_D,Night,Data Loss,Low,2024-06-26
SLA-500309,TKT-101332,Billing-Team,Low,48,942,1627,56.49,No,No,62.15,59.68,35,Asia-Pacific,SMB,Manager_C,Morning,Service Down,High,2024-03-16
SLA-500310,TKT-101335,Billing-Team,Low,48,985,3588,124.58,Yes,Yes,37.91,44.79,34,North America,Mid-Market,Manager_D,Afternoon,Service Down,Low,2024-06-28
SLA-500311,TKT-101712,Infrastructure,Critical,4,50,367,152.92,Yes,Yes,82.42,75.81,23,LATAM,Mid-Market,Manager_F,Evening,Service Down,High,2024-04-17
SLA-500312,TKT-100018,Security-Team,Medium,24,288,843,58.54,No,No,81.75,45.85,36,North America,SMB,Manager_C,Night,Configuration,High,2024-06-04
SLA-500313,TKT-101112,Cloud-Support,Medium,24,453,320,22.22,No,No,75.87,94.55,24,Europe,Startup,Manager_C,Afternoon,Service Down,Low,2024-03-07
SLA-500314,TKT-100677,Tier3-Engineering,Medium,24,142,1334,92.64,No,Yes,34.8,81.97,15,LATAM,SMB,Manager_F,Afternoon,Service Down,Critical,2024-05-24
SLA-500315,TKT-101508,Network-Operations,High,8,251,266,55.42,No,No,48.22,89.9,28,Asia-Pacific,Mid-Market,Manager_B,Night,Data Loss,Medium,2024-03-31
SLA-500316,TKT-101055,Network-Operations,Medium,24,557,669,46.46,No,No,45.87,60.99,36,North America,Startup,Manager_F,Morning,Performance,Medium,2024-03-18
SLA-500317,TKT-100287,Cloud-Support,Medium,24,280,543,37.71,No,No,81.79,90.49,24,Asia-Pacific,Mid-Market,Manager_A,Evening,Data Loss,Low,2024-03-23
SLA-500318,TKT-100482,Cloud-Support,Critical,4,2,304,126.67,Yes,Yes,86.34,40.99,8,Asia-Pacific,SMB,Manager_C,Morning,Security,Medium,2024-03-13
SLA-500319,TKT-101338,Network-Operations,Low,48,632,1771,61.49,No,No,74.46,64.74,39,Europe,Enterprise,Manager_F,Morning,Data Loss,Low,2024-06-12
