order_id,customer_id,product_id,product_name,product_category,brand,ordered_color,received_color,damage_detected,missing_item,replacement_requested,refund_requested,payment_status,order_status,delivery_status,invoice_number,order_amount,refund_amount,shipping_region,seller_name,warehouse_location,return_reason,delivery_partner,purchase_date,delivery_date,customer_satisfaction
ORD-200347,CUST-02306,PROD-1816,VPN License Pack,Software,VPNSecure,Red,Red,No,No,No,No,Completed,Returned,In Transit,INV-3000347,3140.85,0.0,North America,Direct Sales,CA-Central-1,Not as described,Local Courier,2024-04-12,2024-04-22,
ORD-200348,CUST-02484,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,No,No,No,Completed,Shipped,Delivered,INV-3000348,4692.45,0.0,LATAM,Marketplace,EU-West-1,,UPS,2024-04-14,2024-04-22,
ORD-200349,CUST-02409,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000349,5145.98,0.0,North America,Direct Sales,AP-South-1,,UPS,2024-01-16,2024-01-26,5
ORD-200350,CUST-02218,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Red,Red,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000350,4162.54,0.0,Asia-Pacific,Marketplace,SA-East-1,,Local Courier,2024-06-21,2024-07-05,3
ORD-200351,CUST-05946,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,White,No,No,Yes,No,Completed,Delivered,Delivered,INV-3000351,2098.08,0.0,Asia-Pacific,Partner Channel,EU-West-1,,Local Courier,2024-06-20,2024-06-29,4
ORD-200352,CUST-08400,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Blue,No,No,Yes,No,Completed,Shipped,Not Shipped,INV-3000352,4100.14,0.0,North America,Reseller,SA-East-1,,Express Mail,2024-02-18,2024-02-29,
ORD-200353,CUST-01853,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Black,Black,No,No,No,No,Completed,Shipped,Delivered,INV-3000353,1677.77,0.0,Africa,Marketplace,CA-Central-1,,UPS,2024-04-11,2024-04-14,
ORD-200354,CUST-10467,PROD-1522,Enterprise Router Pro,Networking,NetCore,White,White,No,No,No,No,Completed,Shipped,Delivered,INV-3000354,3108.33,0.0,North America,Distributor,CA-Central-1,,Local Courier,2024-04-20,2024-04-27,
ORD-200355,CUST-11966,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Black,Black,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000355,2944.34,0.0,LATAM,Distributor,EU-West-1,,Local Courier,2024-05-01,2024-05-08,5
ORD-200356,CUST-02899,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Silver,Silver,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000356,1048.65,0.0,North America,Partner Channel,US-East-1,,FedEx,2024-01-27,2024-02-07,5
ORD-200357,CUST-03786,PROD-1652,Managed Firewall,Security,NetDefense,Green,Green,No,No,No,No,Completed,Shipped,Delivered,INV-3000357,399.05,0.0,Middle East,Direct Sales,CA-Central-1,,Express Mail,2024-06-01,2024-06-03,
ORD-200358,CUST-01301,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000358,3551.7,0.0,LATAM,Distributor,US-East-1,,Local Courier,2024-02-12,2024-02-17,4
ORD-200359,CUST-06588,PROD-1522,Enterprise Router Pro,Networking,NetCore,Blue,Blue,No,No,No,No,Pending,Delivered,Delivered,INV-3000359,5028.65,0.0,Middle East,Partner Channel,US-East-1,,Local Courier,2024-02-14,2024-02-19,5
ORD-200360,CUST-13383,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,White,White,No,No,No,No,Completed,Cancelled,Delivered,INV-3000360,2997.39,0.0,Africa,Reseller,EU-West-1,,UPS,2024-05-03,2024-05-16,
ORD-200361,CUST-12443,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Gray,No,No,No,No,Completed,Returned,Failed Delivery,INV-3000361,4774.58,0.0,LATAM,Marketplace,CA-Central-1,Packaging damaged,DHL,2024-04-05,2024-04-24,
ORD-200362,CUST-08987,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000362,1467.39,0.0,LATAM,Direct Sales,CA-Central-1,,UPS,2024-03-30,2024-04-12,4
ORD-200363,CUST-10762,PROD-1232,API Integration Suite,Software,IntegratePro,Blue,Blue,No,No,No,No,Pending,Delivered,Delivered,INV-3000363,1873.55,0.0,North America,Marketplace,US-East-1,,DHL,2024-04-13,2024-04-18,4
ORD-200364,CUST-06949,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000364,5528.67,0.0,LATAM,Direct Sales,EU-West-1,,DHL,2024-02-26,2024-03-13,2
ORD-200365,CUST-08683,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Blue,Blue,No,Yes,No,Yes,Completed,Delivered,Failed Delivery,INV-3000365,3133.68,1939.09,Africa,Reseller,AP-South-1,,DHL,2024-04-14,2024-04-26,1
ORD-200366,CUST-14803,PROD-1652,Managed Firewall,Security,NetDefense,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000366,2318.33,0.0,Africa,Direct Sales,EU-West-1,,UPS,2024-05-01,2024-05-16,2
ORD-200367,CUST-02843,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000367,3414.49,0.0,Africa,Direct Sales,EU-West-1,,Local Courier,2024-05-20,2024-05-24,3
ORD-200368,CUST-07776,PROD-1878,Load Balancer 2U,Networking,DataFlow,Red,Red,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000368,5107.8,0.0,North America,Marketplace,EU-West-1,,FedEx,2024-03-15,2024-03-29,4
ORD-200369,CUST-09120,PROD-1790,Network Switch 48P,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,In Transit,INV-3000369,3927.27,0.0,North America,Partner Channel,EU-West-1,,UPS,2024-02-17,2024-03-01,3
ORD-200370,CUST-09433,PROD-1816,VPN License Pack,Software,VPNSecure,Black,Black,No,No,No,No,Completed,Delivered,In Transit,INV-3000370,3846.36,0.0,Asia-Pacific,Distributor,CA-Central-1,,Express Mail,2024-06-02,2024-06-09,3
ORD-200371,CUST-06600,PROD-1739,Security Gateway X1,Security,SecureNet,Red,Red,No,No,No,No,Completed,Cancelled,Failed Delivery,INV-3000371,5771.77,0.0,Europe,Reseller,SA-East-1,,Express Mail,2024-03-20,2024-03-23,
ORD-200372,CUST-12375,PROD-1652,Managed Firewall,Security,NetDefense,White,White,No,No,No,No,Refunded,Delivered,Delivered,INV-3000372,4705.61,0.0,North America,Distributor,US-East-1,,Local Courier,2024-04-03,2024-04-05,4
ORD-200373,CUST-04556,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Green,Green,No,No,No,No,Completed,Returned,Delivered,INV-3000373,5173.68,0.0,Africa,Partner Channel,EU-West-1,Color mismatch,Local Courier,2024-02-13,2024-02-23,
ORD-200374,CUST-05869,PROD-1522,Enterprise Router Pro,Networking,NetCore,Green,Green,No,Yes,No,No,Completed,Delivered,Delivered,INV-3000374,3445.34,0.0,Middle East,Direct Sales,EU-West-1,,DHL,2024-06-19,2024-06-30,4
ORD-200375,CUST-06878,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Red,Red,No,No,No,No,Completed,Delivered,In Transit,INV-3000375,2742.6,0.0,Asia-Pacific,Reseller,AP-South-1,,UPS,2024-04-30,2024-05-04,5
ORD-200376,CUST-14208,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Red,Red,No,No,No,No,Completed,Cancelled,Out for Delivery,INV-3000376,5942.49,0.0,North America,Marketplace,AP-South-1,,Express Mail,2024-02-03,2024-02-23,
ORD-200377,CUST-01417,PROD-1232,API Integration Suite,Software,IntegratePro,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000377,3921.03,0.0,Asia-Pacific,Distributor,AP-South-1,,DHL,2024-05-27,2024-05-31,2
ORD-200378,CUST-02707,PROD-1423,Hardware Token USB,Hardware,CyberAuth,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000378,5955.92,0.0,Middle East,Reseller,AP-South-1,,UPS,2024-04-02,2024-04-21,5
ORD-200379,CUST-03156,PROD-1522,Enterprise Router Pro,Networking,NetCore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000379,879.28,0.0,LATAM,Reseller,US-East-1,,Express Mail,2024-01-10,2024-01-22,5
ORD-200380,CUST-05980,PROD-1232,API Integration Suite,Software,IntegratePro,Green,Green,No,No,No,No,Completed,Returned,In Transit,INV-3000380,4172.43,0.0,Middle East,Reseller,AP-South-1,Color mismatch,UPS,2024-06-17,2024-06-22,
ORD-200381,CUST-08543,PROD-1790,Network Switch 48P,Networking,NetCore,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000381,3244.18,0.0,Africa,Marketplace,EU-West-1,,DHL,2024-01-26,2024-02-15,3
ORD-200382,CUST-10708,PROD-1739,Security Gateway X1,Security,SecureNet,White,White,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3000382,5386.58,0.0,Asia-Pacific,Distributor,AP-South-1,,Express Mail,2024-05-28,2024-06-12,5
ORD-200383,CUST-02986,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,Yes,No,Yes,No,Completed,Delivered,Out for Delivery,INV-3000383,3668.44,0.0,LATAM,Partner Channel,SA-East-1,,FedEx,2024-02-10,2024-02-27,4
ORD-200384,CUST-04766,PROD-1878,Load Balancer 2U,Networking,DataFlow,Blue,Blue,Yes,No,Yes,Yes,Pending,Delivered,In Transit,INV-3000384,692.34,487.82,Middle East,Reseller,EU-West-1,,DHL,2024-01-15,2024-01-19,4
ORD-200385,CUST-08651,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000385,2192.49,0.0,Asia-Pacific,Direct Sales,US-East-1,,Local Courier,2024-01-24,2024-02-04,5
ORD-200386,CUST-03327,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000386,1952.17,0.0,North America,Partner Channel,SA-East-1,,Local Courier,2024-04-18,2024-04-24,4
ORD-200387,CUST-05107,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,Yes,Yes,No,Completed,Delivered,Delivered,INV-3000387,648.59,0.0,North America,Distributor,SA-East-1,,UPS,2024-03-10,2024-03-16,5
ORD-200388,CUST-01769,PROD-1522,Enterprise Router Pro,Networking,NetCore,Red,Red,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000388,2792.65,0.0,Asia-Pacific,Partner Channel,US-East-1,,Local Courier,2024-05-07,2024-05-27,2
ORD-200389,CUST-04854,PROD-1232,API Integration Suite,Software,IntegratePro,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000389,3950.62,0.0,Asia-Pacific,Reseller,SA-East-1,,Express Mail,2024-06-17,2024-06-23,5
ORD-200390,CUST-01635,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000390,1740.04,0.0,LATAM,Distributor,EU-West-1,,UPS,2024-06-27,2024-07-12,2
ORD-200391,CUST-05642,PROD-1522,Enterprise Router Pro,Networking,NetCore,White,White,No,No,No,No,Completed,Returned,Delivered,INV-3000391,1555.78,0.0,North America,Marketplace,SA-East-1,No longer needed,FedEx,2024-01-22,2024-01-31,
ORD-200392,CUST-07944,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Shipped,Delivered,INV-3000392,4342.13,0.0,North America,Marketplace,US-East-1,,FedEx,2024-06-10,2024-06-20,
ORD-200393,CUST-06745,PROD-1522,Enterprise Router Pro,Networking,NetCore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000393,2360.75,0.0,Middle East,Distributor,CA-Central-1,,UPS,2024-02-17,2024-03-04,5
ORD-200394,CUST-11429,PROD-1522,Enterprise Router Pro,Networking,NetCore,Gray,Gray,No,No,No,No,Completed,Shipped,Delivered,INV-3000394,3199.68,0.0,Middle East,Marketplace,EU-West-1,,Local Courier,2024-02-05,2024-02-23,
ORD-200395,CUST-01878,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Refunded,Delivered,Delivered,INV-3000395,4370.66,0.0,LATAM,Partner Channel,SA-East-1,,UPS,2024-05-02,2024-05-09,5
ORD-200396,CUST-11406,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000396,1861.21,0.0,Asia-Pacific,Partner Channel,US-East-1,,Express Mail,2024-06-17,2024-06-27,4
ORD-200397,CUST-02148,PROD-1816,VPN License Pack,Software,VPNSecure,Red,Gray,No,Yes,Yes,Yes,Completed,Returned,Delivered,INV-3000397,4295.67,3381.02,LATAM,Partner Channel,US-East-1,Defective product,FedEx,2024-03-16,2024-04-02,
ORD-200398,CUST-07528,PROD-1816,VPN License Pack,Software,VPNSecure,Silver,Gray,No,No,No,No,Completed,Cancelled,Delivered,INV-3000398,2467.95,0.0,North America,Distributor,AP-South-1,,DHL,2024-01-15,2024-01-20,
ORD-200399,CUST-11492,PROD-1739,Security Gateway X1,Security,SecureNet,Black,Black,No,Yes,Yes,No,Completed,Delivered,Delivered,INV-3000399,442.6,0.0,Asia-Pacific,Distributor,CA-Central-1,,Express Mail,2024-04-25,2024-04-29,1
ORD-200400,CUST-01202,PROD-1739,Security Gateway X1,Security,SecureNet,Gray,Gray,No,No,No,No,Completed,Returned,Delivered,INV-3000400,1638.35,0.0,LATAM,Distributor,CA-Central-1,Not as described,Local Courier,2024-02-28,2024-03-19,
ORD-200401,CUST-09808,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000401,2747.7,0.0,Europe,Direct Sales,CA-Central-1,,Express Mail,2024-01-27,2024-02-13,5
ORD-200402,CUST-07002,PROD-1232,API Integration Suite,Software,IntegratePro,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000402,2559.36,0.0,Middle East,Direct Sales,EU-West-1,,Local Courier,2024-05-02,2024-05-14,5
ORD-200403,CUST-06919,PROD-1739,Security Gateway X1,Security,SecureNet,Silver,Silver,Yes,No,Yes,No,Completed,Delivered,Delivered,INV-3000403,5266.06,0.0,Middle East,Marketplace,SA-East-1,,UPS,2024-04-24,2024-04-30,2
ORD-200404,CUST-02122,PROD-1652,Managed Firewall,Security,NetDefense,Blue,Blue,No,No,No,No,Completed,Cancelled,Delivered,INV-3000404,5895.86,0.0,Africa,Partner Channel,CA-Central-1,,DHL,2024-06-27,2024-07-16,
ORD-200405,CUST-09867,PROD-1878,Load Balancer 2U,Networking,DataFlow,White,White,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000405,411.84,0.0,North America,Direct Sales,EU-West-1,,Express Mail,2024-02-22,2024-03-05,3
ORD-200406,CUST-07971,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,No,No,No,No,Completed,Cancelled,Delivered,INV-3000406,5303.51,0.0,Asia-Pacific,Distributor,US-East-1,,Express Mail,2024-03-09,2024-03-11,
ORD-200407,CUST-14545,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000407,2194.0,0.0,LATAM,Marketplace,CA-Central-1,,FedEx,2024-02-16,2024-02-24,5
ORD-200408,CUST-07457,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000408,1433.26,0.0,North America,Reseller,CA-Central-1,,FedEx,2024-05-26,2024-06-14,5
ORD-200409,CUST-13991,PROD-1790,Network Switch 48P,Networking,NetCore,Black,Black,No,No,No,No,Failed,Pending,Delivered,INV-3000409,5868.49,0.0,Africa,Distributor,SA-East-1,,Express Mail,2024-03-06,2024-03-13,
ORD-200410,CUST-08392,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Gray,Gray,Yes,No,Yes,No,Completed,Returned,Delivered,INV-3000410,1380.95,0.0,Middle East,Marketplace,CA-Central-1,Packaging damaged,Local Courier,2024-06-17,2024-07-05,
ORD-200411,CUST-06276,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,Yes,No,Yes,No,Completed,Delivered,Delivered,INV-3000411,1469.4,0.0,Middle East,Marketplace,AP-South-1,,FedEx,2024-03-29,2024-04-02,3
ORD-200412,CUST-08734,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Silver,Silver,No,No,No,No,Completed,Delivered,Returned,INV-3000412,3739.73,0.0,North America,Distributor,SA-East-1,,UPS,2024-02-08,2024-02-24,5
ORD-200413,CUST-06915,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Shipped,Delivered,INV-3000413,3853.8,0.0,Africa,Distributor,US-East-1,,Local Courier,2024-04-20,2024-04-23,
ORD-200414,CUST-02267,PROD-1232,API Integration Suite,Software,IntegratePro,Black,Black,No,No,No,No,Completed,Pending,Returned,INV-3000414,1729.09,0.0,Middle East,Partner Channel,CA-Central-1,,FedEx,2024-01-10,2024-01-20,
ORD-200415,CUST-12867,PROD-1522,Enterprise Router Pro,Networking,NetCore,Blue,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000415,1844.25,0.0,Europe,Marketplace,EU-West-1,,UPS,2024-01-02,2024-01-07,5
ORD-200416,CUST-09529,PROD-1878,Load Balancer 2U,Networking,DataFlow,Red,Red,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3000416,4497.25,0.0,LATAM,Reseller,SA-East-1,,UPS,2024-02-17,2024-02-22,5
ORD-200417,CUST-03327,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Silver,No,No,Yes,No,Completed,Delivered,Not Shipped,INV-3000417,3621.68,0.0,Africa,Marketplace,AP-South-1,,Express Mail,2024-02-18,2024-02-28,4
ORD-200418,CUST-05061,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Refunded,Delivered,Delivered,INV-3000418,1373.68,0.0,Africa,Distributor,EU-West-1,,UPS,2024-02-01,2024-02-08,5
ORD-200419,CUST-04854,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Completed,Pending,Delivered,INV-3000419,826.97,0.0,Middle East,Reseller,SA-East-1,,Express Mail,2024-03-25,2024-04-10,
ORD-200420,CUST-03967,PROD-1878,Load Balancer 2U,Networking,DataFlow,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000420,350.61,0.0,LATAM,Direct Sales,SA-East-1,,FedEx,2024-04-01,2024-04-19,4
ORD-200421,CUST-07420,PROD-1878,Load Balancer 2U,Networking,DataFlow,White,White,Yes,No,No,No,Completed,Delivered,Out for Delivery,INV-3000421,4026.77,0.0,Africa,Distributor,EU-West-1,,FedEx,2024-05-30,2024-06-15,5
ORD-200422,CUST-02365,PROD-1423,Hardware Token USB,Hardware,CyberAuth,White,White,Yes,No,Yes,No,Completed,Delivered,Out for Delivery,INV-3000422,1842.6,0.0,Africa,Marketplace,EU-West-1,,Express Mail,2024-06-24,2024-06-27,2
ORD-200423,CUST-09754,PROD-1816,VPN License Pack,Software,VPNSecure,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000423,4134.37,0.0,Africa,Direct Sales,CA-Central-1,,Local Courier,2024-03-22,2024-04-08,4
ORD-200424,CUST-03327,PROD-1652,Managed Firewall,Security,NetDefense,Blue,Blue,No,No,No,No,Pending,Delivered,Delivered,INV-3000424,1913.84,0.0,LATAM,Partner Channel,AP-South-1,,Express Mail,2024-06-22,2024-06-26,4
ORD-200425,CUST-14407,PROD-1232,API Integration Suite,Software,IntegratePro,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000425,689.21,0.0,Europe,Direct Sales,EU-West-1,,UPS,2024-03-13,2024-03-20,5
ORD-200426,CUST-07801,PROD-1790,Network Switch 48P,Networking,NetCore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000426,5200.0,0.0,Europe,Partner Channel,SA-East-1,,DHL,2024-03-22,2024-03-25,4
ORD-200427,CUST-12964,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000427,2821.51,0.0,Asia-Pacific,Marketplace,US-East-1,,Express Mail,2024-04-16,2024-04-22,5
ORD-200428,CUST-08164,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000428,3712.42,0.0,Africa,Distributor,SA-East-1,,UPS,2024-01-04,2024-01-12,2
ORD-200429,CUST-14471,PROD-1790,Network Switch 48P,Networking,NetCore,Black,Black,No,No,No,No,Completed,Cancelled,In Transit,INV-3000429,4656.31,0.0,LATAM,Direct Sales,AP-South-1,,UPS,2024-06-14,2024-07-03,
ORD-200430,CUST-14260,PROD-1652,Managed Firewall,Security,NetDefense,Gray,Gray,No,No,No,No,Completed,Cancelled,In Transit,INV-3000430,3242.62,0.0,Middle East,Reseller,SA-East-1,,FedEx,2024-04-01,2024-04-20,
ORD-200431,CUST-03062,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Pending,Delivered,Delivered,INV-3000431,928.46,0.0,Europe,Direct Sales,AP-South-1,,Local Courier,2024-03-09,2024-03-11,4
ORD-200432,CUST-06276,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000432,2333.25,0.0,Asia-Pacific,Marketplace,SA-East-1,,Local Courier,2024-03-03,2024-03-17,4
ORD-200433,CUST-14121,PROD-1522,Enterprise Router Pro,Networking,NetCore,Gray,Gray,No,No,No,No,Failed,Returned,Delivered,INV-3000433,2319.22,0.0,North America,Partner Channel,SA-East-1,Wrong item received,FedEx,2024-04-15,2024-04-23,
ORD-200434,CUST-13221,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000434,741.55,0.0,Africa,Reseller,US-East-1,,UPS,2024-04-18,2024-04-22,4
ORD-200435,CUST-06051,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000435,2264.25,0.0,Asia-Pacific,Marketplace,US-East-1,,Express Mail,2024-06-06,2024-06-16,3
ORD-200436,CUST-12637,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000436,1607.71,0.0,North America,Reseller,US-East-1,,Express Mail,2024-05-30,2024-06-13,3
ORD-200437,CUST-12284,PROD-1232,API Integration Suite,Software,IntegratePro,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000437,3234.12,0.0,North America,Distributor,SA-East-1,,FedEx,2024-05-29,2024-05-31,4
ORD-200438,CUST-01659,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000438,991.52,0.0,LATAM,Direct Sales,CA-Central-1,,UPS,2024-04-24,2024-04-29,2
ORD-200439,CUST-09932,PROD-1816,VPN License Pack,Software,VPNSecure,White,White,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000439,1688.26,0.0,Asia-Pacific,Partner Channel,AP-South-1,,DHL,2024-05-06,2024-05-26,4
ORD-200440,CUST-05426,PROD-1790,Network Switch 48P,Networking,NetCore,Green,Green,No,Yes,Yes,No,Completed,Delivered,Returned,INV-3000440,2662.99,0.0,North America,Distributor,EU-West-1,,DHL,2024-02-02,2024-02-04,4
ORD-200441,CUST-07776,PROD-1878,Load Balancer 2U,Networking,DataFlow,Red,Red,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000441,3149.64,0.0,Middle East,Distributor,EU-West-1,,FedEx,2024-05-20,2024-05-22,4
ORD-200442,CUST-05636,PROD-1232,API Integration Suite,Software,IntegratePro,Green,Green,No,No,No,No,Completed,Shipped,Delivered,INV-3000442,967.06,0.0,Middle East,Reseller,SA-East-1,,FedEx,2024-06-05,2024-06-13,
ORD-200443,CUST-03811,PROD-1739,Security Gateway X1,Security,SecureNet,Gray,Gray,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000443,2532.6,0.0,Asia-Pacific,Distributor,EU-West-1,,UPS,2024-02-18,2024-02-22,3
ORD-200444,CUST-07439,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Blue,Blue,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000444,4817.72,0.0,Asia-Pacific,Marketplace,AP-South-1,,Express Mail,2024-01-25,2024-01-29,4
ORD-200445,CUST-04840,PROD-1232,API Integration Suite,Software,IntegratePro,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000445,355.88,0.0,North America,Distributor,EU-West-1,,UPS,2024-06-04,2024-06-14,4
ORD-200446,CUST-08192,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000446,3064.04,0.0,LATAM,Reseller,CA-Central-1,,DHL,2024-06-27,2024-07-07,4
ORD-200447,CUST-07588,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000447,3059.76,0.0,Asia-Pacific,Partner Channel,SA-East-1,,UPS,2024-05-18,2024-06-02,4
ORD-200448,CUST-06791,PROD-1739,Security Gateway X1,Security,SecureNet,Red,Red,Yes,No,Yes,No,Completed,Cancelled,Out for Delivery,INV-3000448,680.75,0.0,LATAM,Marketplace,EU-West-1,,FedEx,2024-01-22,2024-01-29,
ORD-200449,CUST-13775,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Blue,Blue,No,No,No,No,Completed,Delivered,Returned,INV-3000449,678.42,0.0,Europe,Distributor,CA-Central-1,,UPS,2024-02-26,2024-03-15,2
ORD-200450,CUST-08419,PROD-1232,API Integration Suite,Software,IntegratePro,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000450,5982.94,0.0,North America,Reseller,AP-South-1,,Express Mail,2024-05-02,2024-05-13,4
ORD-200451,CUST-14526,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Blue,No,No,Yes,No,Completed,Delivered,Delivered,INV-3000451,690.67,0.0,Europe,Partner Channel,SA-East-1,,Express Mail,2024-03-02,2024-03-07,4
ORD-200452,CUST-01728,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Red,Red,No,Yes,No,Yes,Completed,Delivered,Delivered,INV-3000452,346.67,219.16,Europe,Direct Sales,EU-West-1,,Express Mail,2024-05-09,2024-05-27,4
ORD-200453,CUST-12983,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,Yes,Yes,Yes,Completed,Shipped,In Transit,INV-3000453,576.35,567.26,Africa,Distributor,AP-South-1,,Express Mail,2024-06-12,2024-06-21,
ORD-200454,CUST-01512,PROD-1232,API Integration Suite,Software,IntegratePro,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000454,2295.16,0.0,North America,Marketplace,AP-South-1,,Local Courier,2024-02-27,2024-03-16,1
ORD-200455,CUST-14545,PROD-1790,Network Switch 48P,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000455,4075.16,0.0,LATAM,Marketplace,US-East-1,,Express Mail,2024-05-06,2024-05-13,5
