feedback_id,ticket_id,customer_id,feedback_text,feedback_rating,sentiment,churn_risk,response_time_satisfaction,agent_behavior_score,resolution_satisfaction,would_recommend,customer_emotion,repeat_customer,feedback_channel,feedback_date
FB-600188,TKT-101566,CUST-10202,Resolution took longer than expected.,2,Negative,Medium,5,1,4,No,Angry,No,Phone,2024-01-12
FB-600189,TKT-100963,CUST-03364,Staff doesn't know what they're doing. Product is broken.,2,Very Negative,Medium,3,4,2,No,Angry,No,Phone,2024-04-07
FB-600190,TKT-101198,CUST-13841,Agent explained everything clearly.,5,Positive,Low,2,3,1,Yes,Satisfied,No,Survey,2024-03-03
FB-600191,TKT-100712,CUST-02126,Got the help I needed but could have been faster.,3,Neutral,Low,4,5,2,No,Neutral,No,Phone,2024-03-08
FB-600192,TKT-100675,CUST-05090,Standard support experience.,3,Neutral,Low,1,4,3,No,Neutral,No,Survey,2024-04-29
FB-600193,TKT-101666,CUST-11342,Terrible support. I'm switching providers immediately.,2,Very Negative,Low,4,4,4,No,Angry,Yes,Email,2024-06-28
FB-600194,TKT-100644,CUST-05975,Good support experience overall.,4,Positive,Medium,5,4,5,Yes,Satisfied,Yes,Survey,2024-02-27
FB-600195,TKT-101771,CUST-07458,Completely unacceptable service. Agent was rude and dismissive.,2,Very Negative,Low,5,4,4,No,Angry,No,Social Media,2024-02-08
FB-600196,TKT-100946,CUST-08771,Agent was knowledgeable and helpful.,4,Positive,Low,2,2,4,Yes,Satisfied,Yes,Chat,2024-01-22
FB-600197,TKT-101275,CUST-03205,Felt like my issue wasn't prioritized.,2,Negative,Low,2,4,5,No,Frustrated,No,Email,2024-03-24
FB-600198,TKT-100416,CUST-14451,Nothing special but acceptable.,3,Neutral,Low,5,4,5,Yes,Neutral,No,Survey,2024-01-15
FB-600199,TKT-101803,CUST-06404,Agent explained everything clearly.,4,Positive,Medium,4,4,5,Yes,Satisfied,Yes,Social Media,2024-01-27
FB-600200,TKT-101636,CUST-09488,Fastest resolution ever. Very impressed.,5,Very Positive,Low,5,5,5,Yes,Delighted,Yes,Email,2024-06-22
FB-600201,TKT-101131,CUST-03755,Agent was knowledgeable and helpful.,4,Positive,Low,2,1,5,Yes,Satisfied,Yes,Email,2024-05-10
FB-600202,TKT-100945,CUST-05781,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,2,2,4,No,Frustrated,No,Chat,2024-06-14
FB-600203,TKT-101042,CUST-14619,Got the help I needed but could have been faster.,3,Neutral,Medium,4,3,4,No,Neutral,No,Survey,2024-03-12
FB-600204,TKT-100499,CUST-05425,Nothing special but acceptable.,3,Neutral,Low,1,2,3,Yes,Neutral,Yes,Social Media,2024-04-19
FB-600205,TKT-101040,CUST-01424,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,5,5,Yes,Delighted,No,Chat,2024-06-17
FB-600206,TKT-101582,CUST-10961,Staff doesn't know what they're doing. Product is broken.,2,Very Negative,Low,2,2,4,No,Angry,Yes,Social Media,2024-03-20
FB-600207,TKT-100547,CUST-02591,Agent was knowledgeable and helpful.,5,Positive,Low,4,1,3,Yes,Satisfied,Yes,Chat,2024-01-02
FB-600208,TKT-101715,CUST-12160,Satisfied with the resolution provided.,4,Positive,Low,1,2,3,Yes,Satisfied,No,Survey,2024-06-14
FB-600209,TKT-101772,CUST-03387,Agent explained everything clearly.,5,Positive,Low,5,1,4,Yes,Satisfied,No,Chat,2024-04-13
FB-600210,TKT-100680,CUST-04335,Satisfied with the resolution provided.,4,Positive,Low,4,4,4,Yes,Satisfied,Yes,Chat,2024-02-10
FB-600211,TKT-101780,CUST-04729,Issue resolved in reasonable time.,5,Positive,Low,4,5,4,Yes,Satisfied,No,Phone,2024-05-06
FB-600212,TKT-101753,CUST-01030,Felt like my issue wasn't prioritized.,3,Negative,Low,4,5,4,Yes,Frustrated,Yes,Survey,2024-04-15
FB-600213,TKT-101444,CUST-06798,Standard support experience.,3,Neutral,Low,4,4,4,No,Neutral,No,Phone,2024-05-01
FB-600214,TKT-101014,CUST-12687,Support was adequate. Could be better.,3,Neutral,Low,4,5,4,No,Neutral,No,Survey,2024-02-01
FB-600215,TKT-100204,CUST-06691,Agent explained everything clearly.,5,Positive,Medium,4,3,4,Yes,Satisfied,Yes,Phone,2024-02-28
FB-600216,TKT-100839,CUST-12547,Issue resolved in reasonable time.,5,Positive,Low,2,4,3,Yes,Satisfied,Yes,Chat,2024-05-14
FB-600217,TKT-100693,CUST-02452,Agent explained everything clearly.,5,Positive,Low,3,5,4,Yes,Satisfied,No,Chat,2024-04-17
FB-600218,TKT-101745,CUST-07372,Satisfied with the resolution provided.,5,Positive,Medium,5,4,4,Yes,Satisfied,Yes,Chat,2024-04-26
FB-600219,TKT-101283,CUST-13696,Standard support experience.,3,Neutral,Low,4,5,4,Yes,Neutral,No,Phone,2024-04-24
FB-600220,TKT-101292,CUST-11633,Got the help I needed but could have been faster.,3,Neutral,Low,3,4,5,Yes,Neutral,No,Survey,2024-04-08
FB-600221,TKT-100201,CUST-11342,Agent was knowledgeable and helpful.,5,Positive,Low,2,3,5,Yes,Satisfied,No,Chat,2024-04-28
FB-600222,TKT-101850,CUST-07767,Issue was resolved eventually.,3,Neutral,Medium,3,2,4,No,Neutral,No,Chat,2024-01-14
FB-600223,TKT-100734,CUST-11164,Agent explained everything clearly.,4,Positive,Low,1,4,3,Yes,Satisfied,Yes,Social Media,2024-01-28
FB-600224,TKT-100843,CUST-02935,Support was adequate. Could be better.,3,Neutral,Low,3,5,2,Yes,Neutral,Yes,Social Media,2024-02-14
FB-600225,TKT-101783,CUST-14629,Nothing special but acceptable.,3,Neutral,Low,5,4,3,Yes,Neutral,No,Social Media,2024-04-02
FB-600226,TKT-100293,CUST-14902,Standard support experience.,3,Neutral,Low,3,3,4,No,Neutral,No,Email,2024-01-01
FB-600227,TKT-101840,CUST-06156,Standard support experience.,3,Neutral,Low,3,4,3,No,Neutral,No,Phone,2024-06-13
FB-600228,TKT-100151,CUST-11815,Good support experience overall.,5,Positive,Low,4,5,3,Yes,Satisfied,No,Chat,2024-05-27
FB-600229,TKT-101308,CUST-08529,Got the help I needed but could have been faster.,3,Neutral,Medium,4,5,1,No,Neutral,No,Phone,2024-04-28
FB-600230,TKT-100787,CUST-10751,Standard support experience.,3,Neutral,Low,1,2,4,Yes,Neutral,Yes,Social Media,2024-01-12
FB-600231,TKT-100735,CUST-01571,Resolution took longer than expected.,2,Negative,Low,4,1,3,No,Angry,No,Chat,2024-02-08
FB-600232,TKT-100044,CUST-04097,Agent explained everything clearly.,4,Positive,Low,3,4,2,Yes,Satisfied,Yes,Social Media,2024-05-05
FB-600233,TKT-101771,CUST-06710,Issue was resolved eventually.,3,Neutral,Low,2,4,5,No,Neutral,No,Chat,2024-05-08
FB-600234,TKT-101588,CUST-08135,Issue resolved in reasonable time.,4,Positive,Low,5,3,4,Yes,Satisfied,No,Chat,2024-02-24
FB-600235,TKT-100448,CUST-04948,Fastest resolution ever. Very impressed.,5,Very Positive,Low,1,3,5,Yes,Delighted,No,Phone,2024-02-16
FB-600236,TKT-101286,CUST-07748,Agent was knowledgeable and helpful.,5,Positive,Medium,4,5,4,Yes,Satisfied,Yes,Survey,2024-01-31
FB-600237,TKT-100068,CUST-14037,Good support experience overall.,4,Positive,Low,4,3,2,Yes,Satisfied,No,Email,2024-03-03
FB-600238,TKT-101862,CUST-09338,Outstanding service. Highly recommend!,5,Very Positive,Low,5,5,4,Yes,Delighted,No,Phone,2024-03-08
FB-600239,TKT-100411,CUST-09367,Satisfied with the resolution provided.,5,Positive,Low,4,5,5,Yes,Satisfied,No,Chat,2024-01-23
FB-600240,TKT-101087,CUST-12645,Got the help I needed but could have been faster.,3,Neutral,Low,2,4,1,Yes,Neutral,Yes,Survey,2024-05-22
FB-600241,TKT-101981,CUST-01524,Good support experience overall.,5,Positive,Low,4,4,4,Yes,Satisfied,No,Chat,2024-02-18
FB-600242,TKT-101647,CUST-04923,Agent explained everything clearly.,4,Positive,Low,1,4,4,Yes,Satisfied,No,Phone,2024-03-14
FB-600243,TKT-101544,CUST-03939,Agent explained everything clearly.,4,Positive,Low,5,4,4,Yes,Satisfied,No,Social Media,2024-04-26
FB-600244,TKT-100749,CUST-12849,Agent was professional and solved issue immediately.,5,Very Positive,Medium,2,4,3,Yes,Delighted,Yes,Social Media,2024-01-15
FB-600245,TKT-100253,CUST-07320,Got the help I needed but could have been faster.,3,Neutral,Low,4,5,4,No,Neutral,No,Chat,2024-01-21
FB-600246,TKT-100221,CUST-14031,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,1,5,4,No,Frustrated,No,Social Media,2024-03-08
FB-600247,TKT-101810,CUST-11488,Outstanding service. Highly recommend!,5,Very Positive,Low,2,4,3,Yes,Delighted,No,Phone,2024-02-21
FB-600248,TKT-101326,CUST-08114,Agent explained everything clearly.,4,Positive,Low,4,3,4,Yes,Satisfied,No,Chat,2024-05-25
FB-600249,TKT-101329,CUST-02126,Issue was resolved eventually.,3,Neutral,Low,5,4,2,Yes,Neutral,Yes,Email,2024-04-17
FB-600250,TKT-100623,CUST-04212,Response time was slow. Could have been resolved faster.,2,Negative,Medium,3,5,2,No,Angry,Yes,Social Media,2024-03-24
FB-600251,TKT-100277,CUST-10352,Agent explained everything clearly.,4,Positive,Low,3,4,2,Yes,Satisfied,Yes,Social Media,2024-05-20
FB-600252,TKT-100858,CUST-12160,Issue resolved in reasonable time.,5,Positive,Low,4,5,4,Yes,Satisfied,No,Email,2024-05-01
FB-600253,TKT-101707,CUST-09262,Nothing special but acceptable.,3,Neutral,Low,4,4,3,No,Neutral,No,Chat,2024-03-08
FB-600254,TKT-100067,CUST-14887,Got the help I needed but could have been faster.,3,Neutral,Low,3,4,2,Yes,Neutral,No,Phone,2024-06-12
FB-600255,TKT-101751,CUST-01100,Response time was slow. Could have been resolved faster.,2,Negative,Low,2,5,5,No,Frustrated,No,Chat,2024-05-29
FB-600256,TKT-101115,CUST-11000,No solution provided. Ticket was escalated multiple times.,1,Very Negative,Low,2,4,3,No,Angry,Yes,Chat,2024-03-17
FB-600257,TKT-100388,CUST-13839,Agent explained everything clearly.,5,Positive,Medium,3,4,4,Yes,Satisfied,Yes,Phone,2024-02-11
FB-600258,TKT-101314,CUST-02472,Nothing special but acceptable.,3,Neutral,Low,4,5,2,Yes,Neutral,Yes,Chat,2024-01-19
FB-600259,TKT-100498,CUST-14182,Satisfied with the resolution provided.,5,Positive,Low,3,2,2,Yes,Satisfied,Yes,Social Media,2024-04-06
FB-600260,TKT-100424,CUST-14970,Issue resolved in reasonable time.,4,Positive,Low,2,4,1,Yes,Satisfied,No,Phone,2024-02-18
FB-600261,TKT-100672,CUST-04919,Fastest resolution ever. Very impressed.,5,Very Positive,Low,1,4,3,Yes,Delighted,No,Social Media,2024-02-19
FB-600262,TKT-100005,CUST-06141,Issue resolved in reasonable time.,5,Positive,Low,3,4,5,Yes,Satisfied,No,Social Media,2024-01-02
FB-600263,TKT-100513,CUST-11235,Support was adequate. Could be better.,3,Neutral,Low,3,3,4,Yes,Neutral,No,Email,2024-02-05
FB-600264,TKT-100269,CUST-03479,Outstanding service. Highly recommend!,5,Very Positive,Low,4,3,4,Yes,Delighted,No,Phone,2024-06-06
FB-600265,TKT-101205,CUST-14359,Agent was knowledgeable and helpful.,5,Positive,High,3,5,4,Yes,Satisfied,Yes,Email,2024-01-30
FB-600266,TKT-100259,CUST-01907,Standard support experience.,3,Neutral,Low,2,5,5,Yes,Neutral,No,Survey,2024-04-17
FB-600267,TKT-100918,CUST-05349,Got the help I needed but could have been faster.,3,Neutral,Low,1,3,5,Yes,Neutral,No,Phone,2024-02-01
FB-600268,TKT-101936,CUST-07023,Response time was slow. Could have been resolved faster.,3,Negative,Low,2,2,2,No,Frustrated,No,Email,2024-03-06
FB-600269,TKT-100124,CUST-13026,Standard support experience.,3,Neutral,Low,2,4,5,No,Neutral,No,Survey,2024-05-30
FB-600270,TKT-101458,CUST-06282,Agent was professional and solved issue immediately.,5,Very Positive,Low,2,5,4,Yes,Delighted,Yes,Email,2024-02-29
FB-600271,TKT-100659,CUST-14083,Fastest resolution ever. Very impressed.,5,Very Positive,Low,5,2,5,Yes,Delighted,Yes,Chat,2024-02-04
FB-600272,TKT-101278,CUST-10102,Satisfied with the resolution provided.,5,Positive,Low,5,5,3,Yes,Satisfied,No,Chat,2024-03-13
FB-600273,TKT-100780,CUST-06473,Nothing special but acceptable.,3,Neutral,Medium,2,3,5,No,Neutral,No,Social Media,2024-01-10
FB-600274,TKT-100881,CUST-12531,Excellent support! Agent went above and beyond.,5,Very Positive,Medium,5,5,4,Yes,Delighted,No,Social Media,2024-04-19
FB-600275,TKT-101476,CUST-02261,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,5,5,Yes,Delighted,No,Phone,2024-05-20
FB-600276,TKT-100847,CUST-05262,Standard support experience.,3,Neutral,Medium,1,2,5,No,Neutral,No,Email,2024-01-12
FB-600277,TKT-100640,CUST-05968,Outstanding service. Highly recommend!,5,Very Positive,Low,3,4,4,Yes,Delighted,No,Chat,2024-02-29
FB-600278,TKT-101952,CUST-01226,Agent was professional and solved issue immediately.,5,Very Positive,High,1,4,3,Yes,Delighted,Yes,Email,2024-01-31
FB-600279,TKT-100190,CUST-14844,Response time was slow. Could have been resolved faster.,2,Negative,Medium,2,4,5,No,Frustrated,No,Chat,2024-03-23
FB-600280,TKT-101662,CUST-09399,Support quality has declined recently.,2,Negative,Medium,3,2,4,No,Frustrated,Yes,Social Media,2024-01-04
FB-600281,TKT-101150,CUST-08171,Agent was knowledgeable and helpful.,5,Positive,Low,4,3,4,Yes,Satisfied,No,Survey,2024-05-03
FB-600282,TKT-101777,CUST-12115,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,4,4,Yes,Delighted,No,Social Media,2024-01-07
FB-600283,TKT-100639,CUST-09860,Agent was knowledgeable and helpful.,5,Positive,Low,4,5,1,Yes,Satisfied,No,Phone,2024-05-09
FB-600284,TKT-100316,CUST-09566,Felt like my issue wasn't prioritized.,2,Negative,High,3,5,2,No,Frustrated,Yes,Email,2024-03-05
FB-600285,TKT-100717,CUST-03141,Nothing special but acceptable.,3,Neutral,Low,4,3,1,No,Neutral,Yes,Chat,2024-06-08
FB-600286,TKT-101175,CUST-07654,Agent explained everything clearly.,4,Positive,Low,4,4,3,Yes,Satisfied,No,Social Media,2024-04-26
FB-600287,TKT-101256,CUST-14031,Satisfied with the resolution provided.,5,Positive,Low,2,4,5,Yes,Satisfied,Yes,Chat,2024-06-28
FB-600288,TKT-100059,CUST-09921,Outstanding service. Highly recommend!,5,Very Positive,Low,5,2,2,Yes,Delighted,No,Chat,2024-04-29
FB-600289,TKT-101887,CUST-11969,Got the help I needed but could have been faster.,3,Neutral,Low,3,3,5,Yes,Neutral,Yes,Phone,2024-02-27
FB-600290,TKT-101159,CUST-12351,Standard support experience.,3,Neutral,Low,5,4,3,Yes,Neutral,Yes,Email,2024-06-25
FB-600291,TKT-100187,CUST-01424,Satisfied with the resolution provided.,5,Positive,Low,5,2,5,Yes,Satisfied,Yes,Survey,2024-03-27
FB-600292,TKT-100929,CUST-08640,Issue resolved in reasonable time.,4,Positive,Medium,4,4,5,Yes,Satisfied,Yes,Chat,2024-05-31
FB-600293,TKT-101590,CUST-05321,Terrible support. I'm switching providers immediately.,2,Very Negative,Low,3,3,3,No,Angry,Yes,Email,2024-05-22
FB-600294,TKT-100318,CUST-11686,Best support experience I've had. Thank you!,5,Very Positive,Low,3,4,4,Yes,Delighted,Yes,Email,2024-04-05
FB-600295,TKT-100557,CUST-02369,Felt like my issue wasn't prioritized.,3,Negative,High,1,5,3,No,Angry,No,Survey,2024-06-01
FB-600296,TKT-100559,CUST-14489,Best support experience I've had. Thank you!,5,Very Positive,Low,1,3,3,Yes,Delighted,Yes,Survey,2024-04-14
FB-600297,TKT-100227,CUST-07912,Satisfied with the resolution provided.,5,Positive,Low,5,3,2,Yes,Satisfied,No,Chat,2024-03-31
FB-600298,TKT-100093,CUST-04317,Agent was professional and solved issue immediately.,5,Very Positive,Low,4,5,5,Yes,Delighted,No,Email,2024-05-03
FB-600299,TKT-100015,CUST-13095,Resolution took longer than expected.,3,Negative,Low,5,3,3,Yes,Frustrated,No,Chat,2024-05-03
FB-600300,TKT-100592,CUST-11051,Issue was resolved eventually.,3,Neutral,Medium,3,5,4,Yes,Neutral,No,Survey,2024-06-27
FB-600301,TKT-100359,CUST-13502,Agent was professional and solved issue immediately.,5,Very Positive,Low,3,5,5,Yes,Delighted,No,Phone,2024-01-12
FB-600302,TKT-101024,CUST-14915,Outstanding service. Highly recommend!,5,Very Positive,Low,4,4,5,Yes,Delighted,Yes,Email,2024-04-13
FB-600303,TKT-100893,CUST-01953,Agent explained everything clearly.,4,Positive,Low,2,4,5,Yes,Satisfied,No,Chat,2024-01-22
FB-600304,TKT-101179,CUST-14727,Satisfied with the resolution provided.,4,Positive,Medium,2,5,5,Yes,Satisfied,No,Survey,2024-04-04
FB-600305,TKT-100592,CUST-04923,Agent explained everything clearly.,4,Positive,Low,4,4,4,Yes,Satisfied,Yes,Chat,2024-01-03
FB-600306,TKT-100351,CUST-09257,Nothing special but acceptable.,3,Neutral,Low,4,5,4,No,Neutral,No,Chat,2024-05-07
FB-600307,TKT-100180,CUST-08960,Issue was resolved eventually.,3,Neutral,Medium,4,5,4,Yes,Neutral,No,Survey,2024-01-03
FB-600308,TKT-101073,CUST-14537,Agent was professional and solved issue immediately.,5,Very Positive,Medium,3,5,3,Yes,Delighted,No,Chat,2024-01-10
FB-600309,TKT-100453,CUST-08630,Issue resolved in reasonable time.,5,Positive,Low,2,4,5,Yes,Satisfied,Yes,Email,2024-06-12
FB-600310,TKT-101086,CUST-10367,Waited 3 days for response. Worst experience ever.,2,Very Negative,Low,5,1,4,No,Angry,No,Chat,2024-04-30
FB-600311,TKT-100719,CUST-01837,Issue resolved in reasonable time.,5,Positive,Medium,3,5,5,Yes,Satisfied,Yes,Phone,2024-05-11
FB-600312,TKT-100524,CUST-12357,Support was adequate. Could be better.,3,Neutral,Low,4,3,2,Yes,Neutral,No,Email,2024-02-23
FB-600313,TKT-100362,CUST-06161,Agent explained everything clearly.,4,Positive,Medium,2,3,3,Yes,Satisfied,No,Social Media,2024-01-17
FB-600314,TKT-101556,CUST-14037,Agent explained everything clearly.,5,Positive,Low,4,2,3,Yes,Satisfied,No,Social Media,2024-05-11
FB-600315,TKT-101316,CUST-09747,Support quality has declined recently.,3,Negative,Low,5,3,5,No,Frustrated,No,Chat,2024-04-19
FB-600316,TKT-100309,CUST-05907,Response time was slow. Could have been resolved faster.,3,Negative,Low,4,5,5,No,Frustrated,No,Chat,2024-06-24
FB-600317,TKT-101630,CUST-14750,Nothing special but acceptable.,3,Neutral,Medium,4,3,3,Yes,Neutral,Yes,Email,2024-04-22
FB-600318,TKT-100635,CUST-14576,Agent explained everything clearly.,4,Positive,Low,4,3,2,Yes,Satisfied,Yes,Chat,2024-01-04
FB-600319,TKT-101703,CUST-04416,Agent was knowledgeable and helpful.,4,Positive,Medium,3,5,3,Yes,Satisfied,No,Email,2024-05-16
FB-600320,TKT-101259,CUST-02576,Best support experience I've had. Thank you!,5,Very Positive,Low,4,5,2,Yes,Delighted,Yes,Social Media,2024-04-16
FB-600321,TKT-101135,CUST-10081,Completely unacceptable service. Agent was rude and dismissive.,2,Very Negative,Low,4,5,5,No,Angry,No,Social Media,2024-05-26
FB-600322,TKT-101334,CUST-10654,Got the help I needed but could have been faster.,3,Neutral,Low,5,5,2,No,Neutral,No,Email,2024-02-18
FB-600323,TKT-100922,CUST-10591,Got the help I needed but could have been faster.,3,Neutral,Low,4,4,1,Yes,Neutral,No,Phone,2024-02-08
FB-600324,TKT-100080,CUST-01120,Agent explained everything clearly.,4,Positive,Low,1,2,3,Yes,Satisfied,No,Social Media,2024-04-17
FB-600325,TKT-101070,CUST-13169,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,4,1,3,No,Frustrated,Yes,Chat,2024-03-26
FB-600326,TKT-100793,CUST-13211,Got the help I needed but could have been faster.,3,Neutral,Low,5,3,3,Yes,Neutral,No,Chat,2024-04-15
FB-600327,TKT-100134,CUST-08171,Excellent support! Agent went above and beyond.,5,Very Positive,Low,2,5,1,Yes,Delighted,No,Survey,2024-03-22
FB-600328,TKT-100581,CUST-05975,Best support experience I've had. Thank you!,5,Very Positive,Medium,4,4,3,Yes,Delighted,No,Chat,2024-05-06
FB-600329,TKT-100166,CUST-10053,Support was adequate. Could be better.,3,Neutral,Low,4,2,5,No,Neutral,Yes,Survey,2024-05-28
FB-600330,TKT-100264,CUST-14682,Response time was slow. Could have been resolved faster.,3,Negative,Low,4,4,5,No,Frustrated,No,Chat,2024-03-27
FB-600331,TKT-101665,CUST-04731,Support quality has declined recently.,3,Negative,Low,3,5,5,Yes,Frustrated,No,Survey,2024-06-09
FB-600332,TKT-101041,CUST-13239,Response time was slow. Could have been resolved faster.,3,Negative,Low,1,4,4,No,Angry,Yes,Phone,2024-03-01
FB-600333,TKT-100699,CUST-06648,Agent was professional and solved issue immediately.,5,Very Positive,Low,1,5,4,Yes,Delighted,Yes,Phone,2024-04-07
FB-600334,TKT-100317,CUST-11142,Good support experience overall.,4,Positive,Medium,4,3,2,Yes,Satisfied,No,Email,2024-05-23
FB-600335,TKT-101039,CUST-06284,Nothing special but acceptable.,3,Neutral,Low,4,2,4,Yes,Neutral,No,Social Media,2024-02-28
FB-600336,TKT-100268,CUST-06473,Agent explained everything clearly.,5,Positive,Low,4,3,5,Yes,Satisfied,Yes,Phone,2024-06-02
FB-600337,TKT-101702,CUST-04554,Nothing special but acceptable.,3,Neutral,Low,4,3,5,Yes,Neutral,No,Email,2024-04-25
FB-600338,TKT-100841,CUST-07975,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,5,5,Yes,Delighted,No,Social Media,2024-03-06
FB-600339,TKT-100583,CUST-02493,Felt like my issue wasn't prioritized.,3,Negative,Low,3,4,5,Yes,Frustrated,No,Chat,2024-01-23
FB-600340,TKT-101977,CUST-12174,Agent was professional and solved issue immediately.,5,Very Positive,Low,4,5,3,Yes,Delighted,No,Phone,2024-03-14
FB-600341,TKT-100753,CUST-01678,Support quality has declined recently.,3,Negative,Low,4,4,5,No,Frustrated,No,Chat,2024-06-24
FB-600342,TKT-101593,CUST-14331,Best support experience I've had. Thank you!,5,Very Positive,Low,3,4,2,Yes,Delighted,No,Phone,2024-03-20
FB-600343,TKT-101672,CUST-01192,Best support experience I've had. Thank you!,5,Very Positive,Low,3,5,2,Yes,Delighted,Yes,Chat,2024-05-08
FB-600344,TKT-100106,CUST-08971,Staff doesn't know what they're doing. Product is broken.,2,Very Negative,Low,4,3,4,No,Angry,No,Social Media,2024-04-19
FB-600345,TKT-101913,CUST-02442,Support quality has declined recently.,3,Negative,Medium,4,3,5,Yes,Frustrated,Yes,Phone,2024-01-21
FB-600346,TKT-100558,CUST-06366,Satisfied with the resolution provided.,5,Positive,Medium,5,4,2,Yes,Satisfied,Yes,Survey,2024-01-27
FB-600347,TKT-100187,CUST-06196,Issue resolved in reasonable time.,4,Positive,Low,4,5,1,Yes,Satisfied,No,Chat,2024-05-12
FB-600348,TKT-101905,CUST-10945,Agent was professional and solved issue immediately.,5,Very Positive,Low,3,5,2,Yes,Delighted,Yes,Social Media,2024-02-29
FB-600349,TKT-100765,CUST-04749,Standard support experience.,3,Neutral,Low,5,4,3,Yes,Neutral,Yes,Email,2024-05-10
FB-600350,TKT-100652,CUST-01182,Outstanding service. Highly recommend!,5,Very Positive,Low,2,2,2,Yes,Delighted,No,Phone,2024-06-09
FB-600351,TKT-100078,CUST-04416,Standard support experience.,3,Neutral,Medium,3,4,4,Yes,Neutral,No,Survey,2024-01-23
FB-600352,TKT-100918,CUST-10696,Agent was knowledgeable and helpful.,5,Positive,Low,5,5,3,Yes,Satisfied,No,Email,2024-02-02
FB-600353,TKT-100524,CUST-14489,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Medium,3,1,4,No,Frustrated,Yes,Chat,2024-05-27
FB-600354,TKT-100486,CUST-14081,Issue was resolved eventually.,3,Neutral,Low,3,4,4,Yes,Neutral,Yes,Social Media,2024-06-01
FB-600355,TKT-100936,CUST-14380,Issue was resolved eventually.,3,Neutral,Low,1,5,4,No,Neutral,No,Email,2024-05-21
FB-600356,TKT-101294,CUST-09433,Best support experience I've had. Thank you!,5,Very Positive,Low,5,2,5,Yes,Delighted,Yes,Phone,2024-04-24
FB-600357,TKT-100596,CUST-14727,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,2,4,Yes,Delighted,No,Phone,2024-02-07
FB-600358,TKT-101168,CUST-12162,Support was adequate. Could be better.,3,Neutral,Low,2,4,5,Yes,Neutral,No,Chat,2024-03-24
FB-600359,TKT-100138,CUST-06691,Terrible support. I'm switching providers immediately.,2,Very Negative,Low,5,3,5,No,Angry,No,Social Media,2024-03-23
FB-600360,TKT-101134,CUST-08576,Agent was professional and solved issue immediately.,5,Very Positive,Low,4,5,5,Yes,Delighted,No,Email,2024-03-03
FB-600361,TKT-101301,CUST-05162,Good support experience overall.,5,Positive,Low,3,5,2,Yes,Satisfied,Yes,Email,2024-06-14
FB-600362,TKT-100731,CUST-12753,Response time was slow. Could have been resolved faster.,3,Negative,Medium,2,1,4,No,Frustrated,Yes,Email,2024-02-22
FB-600363,TKT-101580,CUST-04491,Got the help I needed but could have been faster.,3,Neutral,Low,4,1,5,Yes,Neutral,Yes,Social Media,2024-01-08
FB-600364,TKT-100693,CUST-14657,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,5,4,Yes,Delighted,No,Survey,2024-01-16
FB-600365,TKT-101424,CUST-13026,Support was adequate. Could be better.,3,Neutral,Low,1,4,5,Yes,Neutral,Yes,Survey,2024-02-19
FB-600366,TKT-100075,CUST-13363,Issue resolved in reasonable time.,4,Positive,Medium,5,4,2,Yes,Satisfied,Yes,Phone,2024-05-16
FB-600367,TKT-101814,CUST-12046,Good support experience overall.,4,Positive,Medium,5,1,4,Yes,Satisfied,No,Social Media,2024-06-16
FB-600368,TKT-100815,CUST-13798,Nothing special but acceptable.,3,Neutral,Low,4,4,5,No,Neutral,Yes,Phone,2024-04-02
FB-600369,TKT-100585,CUST-10167,Response time was slow. Could have been resolved faster.,2,Negative,Low,4,5,3,No,Frustrated,No,Chat,2024-01-28
FB-600370,TKT-100559,CUST-14131,Got the help I needed but could have been faster.,3,Neutral,Low,5,3,3,No,Neutral,No,Survey,2024-03-31
FB-600371,TKT-101832,CUST-06123,Good support experience overall.,4,Positive,Low,3,5,1,Yes,Satisfied,No,Survey,2024-03-01
FB-600372,TKT-101417,CUST-12800,Good support experience overall.,5,Positive,Low,2,4,4,Yes,Satisfied,No,Social Media,2024-04-18
FB-600373,TKT-100546,CUST-11914,Agent was knowledgeable and helpful.,5,Positive,Low,3,4,4,Yes,Satisfied,No,Email,2024-02-18
FB-600374,TKT-100881,CUST-12257,Waited 3 days for response. Worst experience ever.,2,Very Negative,Low,5,3,4,No,Angry,No,Chat,2024-06-25
FB-600375,TKT-100210,CUST-10951,Got the help I needed but could have been faster.,3,Neutral,Low,1,3,5,No,Neutral,Yes,Social Media,2024-02-18
FB-600376,TKT-101469,CUST-01895,Issue resolved in reasonable time.,5,Positive,Low,5,4,1,Yes,Satisfied,No,Chat,2024-01-11
FB-600377,TKT-100915,CUST-08101,No solution provided. Ticket was escalated multiple times.,1,Very Negative,Medium,3,4,4,No,Angry,No,Survey,2024-03-16
